transaction_id,user_id,merchant_id,amount,timestamp,location,merchant_category,device_type,is_international,is_fraud
58d2c8306a,U0597,M091,76.17,2025-05-27 22:26:43.480020,Benghazi,Clothing,web,0,0
e34c65a913,U0745,M152,90.09,2025-03-11 12:46:49.461847,Tripoli,Clothing,mobile,0,0
ebd3d72fb2,U0579,M008,101.1,2025-05-27 05:31:25.463266,Benghazi,Travel,mobile,1,0
cb5175ef63,U0797,M066,67.51,2025-01-10 14:22:49.457030,Tobruk,Travel,web,0,0
0d02ef3298,U0889,M040,25.04,2024-06-26 01:25:14.456347,Misrata,Grocery,web,0,0
11309f8f09,U0516,M076,87.15,2025-04-01 10:23:36.454696,Misrata,Travel,pos_terminal,0,0
34bd92262c,U0900,M008,24.32,2025-05-29 16:47:30.446512,Sebha,Fuel,mobile,0,0
35cd318895,U0350,M184,23.32,2025-01-22 02:34:13.481136,Sebha,Travel,web,0,0
6db977c6e2,U0020,M065,0.99,2024-10-27 02:16:39.442172,Benghazi,Grocery,mobile,0,0
6cecd7189c,U0707,M092,77.43,2025-03-30 13:49:12.460436,Benghazi,Clothing,mobile,0,0
f13d942ef1,U0968,M161,9.16,2025-04-12 08:29:54.462735,Misrata,Fuel,pos_terminal,0,0
2fa4c0aeb6,U0182,M108,68.03,2024-09-11 18:24:26.450752,Misrata,Grocery,pos_terminal,0,0
28fc02bd62,U0171,M136,60.52,2025-03-05 18:17:10.474602,Misrata,Travel,pos_terminal,0,0
5f6c130e64,U0439,M081,57.59,2024-08-24 08:11:39.444138,Tobruk,Travel,pos_terminal,0,0
e0aef373ed,U0991,M170,35.7,2025-06-06 19:46:21.476440,Tobruk,Clothing,pos_terminal,0,0
39b06ac620,U0150,M098,39.58,2024-07-28 00:45:04.450090,Tobruk,Clothing,web,0,0
acc533c005,U0643,M146,50.04,2024-12-02 23:30:38.451702,Benghazi,Fuel,mobile,0,0
309bc4dca1,U0669,M052,31.11,2024-10-26 12:53:17.449846,Benghazi,Electronics,web,0,0
45b8984f6b,U0318,M028,128.06,2024-10-16 04:58:16.459013,Sebha,Clothing,pos_terminal,0,0
e2c6fa4f64,U0929,M178,54.34,2025-05-29 06:33:30.459870,Tripoli,Clothing,web,0,0
2c6c762e89,U0014,M116,6.55,2024-12-27 16:34:13.455045,Benghazi,Electronics,mobile,0,0
1aa4e08138,U0281,M128,1.93,2025-02-02 11:38:08.463510,Sebha,Travel,mobile,0,0
6d03176e23,U0660,M141,43.98,2025-05-14 08:20:17.451039,Sebha,Travel,web,0,0
a40ab4093a,U0020,M029,19.15,2025-01-10 00:29:43.449152,Tobruk,Fuel,mobile,0,0
42b18a44f1,U0762,M027,75.61,2025-03-16 17:42:56.465290,Sebha,Grocery,web,0,0
4823c864fd,U0121,M063,31.63,2025-06-13 21:32:40.442757,Tripoli,Fuel,mobile,0,0
cf9f8083de,U0938,M053,45.01,2024-09-30 06:44:16.447348,Misrata,Clothing,web,0,0
2d5724b6b5,U0507,M147,29.51,2024-11-24 12:29:39.468262,Misrata,Clothing,web,0,0
b98972f310,U0766,M166,21.44,2024-12-05 17:50:54.477084,Misrata,Travel,web,0,0
8e1856a811,U0895,M064,1.68,2024-11-28 18:32:11.451616,Tripoli,Grocery,pos_terminal,1,0
93240377ae,U0007,M175,155.5,2025-04-18 22:03:19.443995,Tripoli,Electronics,pos_terminal,0,0
3bf84e0f7c,U0545,M054,80.64,2024-07-26 05:41:56.477910,Misrata,Fuel,web,0,0
e2159e8620,U0912,M124,68,2025-01-05 03:45:45.454308,Tripoli,Electronics,mobile,0,0
b8bd45657c,U0425,M020,18.69,2024-10-22 07:04:02.463959,Misrata,Clothing,pos_terminal,0,0
a835150d5d,U0046,M165,72.57,2025-02-22 06:09:54.477930,Tripoli,Clothing,web,0,0
39e0742be0,U0457,M179,66.55,2025-05-26 13:13:40.463495,Tobruk,Travel,pos_terminal,0,0
ee3553af6f,U0483,M109,45.64,2024-12-20 09:44:46.443324,Misrata,Fuel,mobile,1,0
d9bdf86948,U0218,M087,0.18,2025-01-13 13:45:56.462605,Sebha,Grocery,web,0,0
c5fd4df62f,U0844,M069,50.23,2025-02-21 02:30:05.445729,Misrata,Clothing,web,0,0
0a62b7e972,U0300,M045,22.12,2024-07-01 11:50:08.457498,Benghazi,Fuel,mobile,0,0
be5cc70cef,U0817,M186,41.28,2024-09-05 14:58:00.470875,Tripoli,Travel,pos_terminal,0,0
d2fa1973a6,U0801,M099,6.35,2024-10-15 10:43:08.455742,Tripoli,Clothing,pos_terminal,0,0
db049d274a,U0989,M045,62.49,2024-11-11 13:57:30.482396,Benghazi,Travel,mobile,0,0
3fd49eeb4e,U0677,M063,166.21,2024-06-24 07:00:37.468845,Misrata,Travel,web,1,0
ffbab4efe7,U0509,M189,13.29,2025-02-13 17:47:11.452120,Tobruk,Travel,mobile,0,0
36342f1a8c,U0566,M086,21.93,2024-08-11 04:30:26.452629,Misrata,Electronics,pos_terminal,0,0
ec91de29f9,U0892,M168,114.09,2024-11-29 18:56:44.457338,Benghazi,Fuel,pos_terminal,0,0
43453c52db,U0218,M076,188.91,2024-11-21 08:28:07.451689,Benghazi,Grocery,web,0,0
bce7d18c3b,U0355,M028,48.87,2024-10-15 18:10:11.444643,Misrata,Travel,web,0,0
5cfce3356e,U0869,M014,248.4,2025-03-08 16:53:01.446282,Tobruk,Clothing,mobile,0,0
8a7591a6c9,U0693,M106,3.19,2025-02-07 09:48:33.478507,Tripoli,Travel,web,0,0
b90ec50aa9,U0657,M152,74.08,2024-06-25 03:46:15.480422,Misrata,Clothing,web,0,0
bad89f5998,U0541,M024,87.02,2025-05-10 15:04:32.473269,Tobruk,Clothing,mobile,0,0
5bf14f0c18,U0345,M148,52.67,2025-02-22 13:15:56.449828,Tripoli,Fuel,web,0,0
255a2969df,U0836,M041,27.74,2024-09-07 18:34:15.472008,Tripoli,Clothing,pos_terminal,0,0
29fb46633f,U0170,M068,13.14,2024-08-03 22:24:43.481694,Tobruk,Electronics,web,0,0
954506e6c9,U0932,M097,255.1,2024-11-29 14:22:04.449690,Tripoli,Electronics,mobile,0,0
2944d3b656,U0518,M068,40.3,2024-07-31 08:35:29.464915,Tripoli,Clothing,pos_terminal,0,0
48d3ffe2cb,U0228,M089,69.29,2025-04-03 22:53:00.451122,Benghazi,Fuel,pos_terminal,0,0
da591dbe74,U0587,M120,8.84,2024-07-19 10:46:32.459178,Misrata,Electronics,pos_terminal,0,0
5cebde0d71,U0596,M100,66.64,2025-05-15 19:42:31.448018,Tobruk,Clothing,web,0,0
23860e48cf,U0459,M197,47.97,2024-12-18 04:53:05.456864,Tripoli,Fuel,mobile,0,0
de8a7ccc5c,U0198,M140,43.39,2025-04-01 21:35:34.443079,Benghazi,Grocery,pos_terminal,1,0
29bfba8133,U0420,M053,8.55,2024-12-20 02:36:58.478461,Misrata,Grocery,pos_terminal,0,0
924b9d853c,U0979,M030,67.86,2024-11-17 06:38:55.444300,Misrata,Travel,web,0,0
8edc1293ed,U0850,M112,47.85,2024-07-20 19:09:24.447259,Benghazi,Grocery,mobile,0,0
e49fb4f957,U0012,M126,61.79,2025-01-19 07:32:43.449464,Tripoli,Grocery,mobile,0,0
d481f349a2,U0805,M106,13.14,2024-09-06 22:03:05.468631,Tripoli,Grocery,web,0,0
3d73a33669,U0526,M113,24.48,2025-02-15 21:07:13.466331,Benghazi,Clothing,mobile,0,0
f8eb0704cc,U0122,M091,83.21,2025-04-08 00:12:23.464365,Sebha,Electronics,web,0,0
6187ee7aca,U0485,M145,20.17,2024-09-08 04:33:34.473965,Benghazi,Grocery,pos_terminal,0,0
6d371d5423,U0182,M121,15.29,2024-07-02 19:51:24.443287,Benghazi,Clothing,pos_terminal,0,0
cb6f6be791,U0320,M130,44.22,2025-03-14 11:13:05.477301,Tripoli,Grocery,web,0,0
1e51a51816,U0599,M042,24.62,2024-06-28 14:17:42.448681,Benghazi,Electronics,pos_terminal,0,0
399e193112,U0100,M085,174.37,2024-10-13 16:39:22.449649,Tobruk,Grocery,mobile,0,0
2e3c3410e4,U0233,M115,15.62,2025-02-11 10:16:30.474983,Benghazi,Grocery,web,0,0
a6c3045075,U0145,M103,43.58,2024-08-27 13:27:08.459071,Sebha,Grocery,mobile,0,0
a8f2aaaae7,U0946,M015,4.69,2025-05-16 03:28:24.464939,Benghazi,Grocery,mobile,0,0
c25d086560,U0471,M108,37.13,2025-04-22 17:29:40.453517,Tripoli,Electronics,pos_terminal,1,0
48146d0b5d,U0283,M022,27.24,2025-04-04 14:56:45.443974,Tripoli,Clothing,mobile,0,0
d8669c19df,U0153,M080,178.99,2025-01-14 11:40:35.444164,Misrata,Travel,web,0,1
aec13d4916,U0203,M036,171,2024-06-19 15:12:24.471611,Sebha,Fuel,web,0,0
cfc10e0db5,U0871,M115,22.65,2025-03-14 11:57:30.480867,Benghazi,Grocery,mobile,0,0
f9876b3f57,U0228,M132,51.28,2024-09-26 13:31:02.451142,Tobruk,Travel,web,0,0
691d0c6ab2,U0077,M124,1.03,2025-04-10 00:06:01.447305,Tripoli,Fuel,web,0,0
ca118baafa,U0266,M064,7.09,2024-09-24 11:38:23.468954,Benghazi,Electronics,pos_terminal,1,0
882e9a52a3,U0917,M062,95.47,2024-06-24 13:33:25.447680,Sebha,Clothing,pos_terminal,0,0
ba9fce95c1,U0966,M089,38.77,2024-08-13 20:58:48.442464,Tripoli,Clothing,web,1,0
86f33f1751,U0290,M016,59.27,2025-02-04 06:38:24.454795,Misrata,Fuel,web,0,0
dfa513d5df,U0078,M126,58.34,2024-09-14 20:54:29.463736,Benghazi,Travel,mobile,0,0
d1192bd8ab,U0627,M054,43.95,2025-04-17 01:33:17.450951,Sebha,Travel,mobile,0,0
87cd6f32ff,U0929,M042,178.92,2024-09-07 11:22:45.477098,Misrata,Electronics,mobile,0,0
ba62825257,U0077,M039,112.53,2025-05-09 02:22:51.462858,Benghazi,Clothing,mobile,0,0
a3ca2dd084,U0133,M102,6.53,2024-07-26 17:02:46.459407,Benghazi,Clothing,pos_terminal,0,0
bed865806e,U0514,M011,4.37,2024-08-28 01:25:51.476739,Benghazi,Grocery,pos_terminal,0,0
4bbd19ea9a,U0978,M039,12.6,2024-12-24 23:36:00.473553,Tripoli,Electronics,web,0,0
dfef9c6feb,U0543,M004,178.91,2024-11-05 00:20:26.460821,Tripoli,Travel,mobile,0,0
64e35f1ece,U0478,M096,37.77,2024-10-21 08:11:30.465346,Benghazi,Grocery,pos_terminal,0,0
8878d72813,U0500,M040,197.87,2025-04-23 01:10:16.444174,Benghazi,Grocery,pos_terminal,0,0
eefd142e20,U0758,M067,56.52,2025-02-15 23:27:57.452532,Misrata,Grocery,mobile,0,0
12b1f567d9,U0694,M100,45.42,2024-10-09 16:06:33.467519,Tripoli,Travel,mobile,1,0
b580d0bb86,U0348,M157,8.56,2024-10-02 02:05:16.459658,Misrata,Electronics,pos_terminal,0,0
4aaa088461,U0005,M095,6.5,2024-10-31 22:54:32.469731,Benghazi,Grocery,mobile,0,0
5997d42f26,U0112,M115,8.44,2025-04-23 08:04:19.447765,Tripoli,Travel,mobile,0,0
a47667a6e4,U0002,M136,23.88,2025-04-29 04:22:32.458210,Tripoli,Clothing,mobile,0,0
af7b3787c2,U0973,M087,0.61,2024-12-24 19:01:24.453856,Misrata,Travel,web,0,0
f1d69afaff,U0251,M070,32.55,2024-10-12 06:40:57.460904,Misrata,Fuel,pos_terminal,0,0
33ecba9f45,U0225,M088,152.07,2024-09-16 00:19:50.461249,Benghazi,Electronics,pos_terminal,0,0
28db5b21fa,U0589,M041,9.78,2025-04-04 22:29:44.479033,Sebha,Clothing,web,0,0
a587aa190e,U0497,M083,21.35,2025-04-30 07:55:31.474547,Misrata,Grocery,web,0,0
c8abd0de11,U0912,M015,11.09,2024-08-23 20:39:37.463462,Benghazi,Electronics,web,0,0
da291b4fcf,U0376,M055,17.28,2024-09-24 08:23:33.477006,Misrata,Fuel,pos_terminal,0,0
8fcdc62081,U0559,M153,9.66,2025-02-06 17:02:40.472125,Sebha,Travel,mobile,1,0
180be2add8,U0784,M101,24.16,2025-04-02 16:42:25.445755,Tripoli,Clothing,pos_terminal,0,0
664ed5ea63,U0547,M087,49.69,2024-08-12 19:41:38.471843,Benghazi,Fuel,mobile,0,0
6908f7ba83,U0260,M046,8.85,2024-06-27 15:25:36.467872,Sebha,Fuel,pos_terminal,0,0
02704106d0,U0181,M036,35.11,2024-09-05 15:49:58.472553,Misrata,Fuel,mobile,0,0
3fbdc9ba18,U0337,M119,38.62,2024-07-25 11:29:22.482016,Sebha,Electronics,pos_terminal,0,0
3804067310,U0375,M106,8.13,2024-08-14 21:03:39.459922,Sebha,Fuel,web,0,0
fd1b8383aa,U0071,M160,27.69,2024-12-06 01:20:32.462079,Tripoli,Clothing,pos_terminal,0,0
b288ef4b69,U0893,M074,27.38,2024-11-05 20:32:40.445001,Sebha,Clothing,pos_terminal,0,0
5250dea4bb,U0933,M017,91.07,2024-11-22 04:56:34.481395,Sebha,Grocery,pos_terminal,0,0
0d2009d5cd,U0741,M008,4.16,2025-03-25 13:31:09.448034,Sebha,Clothing,web,0,0
d252bb4872,U0189,M172,98.3,2025-04-05 21:46:02.468543,Tripoli,Fuel,pos_terminal,0,0
a38a61b3d9,U0906,M076,51.78,2024-09-16 08:30:44.471766,Sebha,Fuel,pos_terminal,0,0
beb911bc02,U0818,M181,177.79,2024-11-30 01:52:39.482165,Sebha,Travel,pos_terminal,0,0
82f8d61844,U0824,M130,17.71,2024-12-27 03:49:16.458562,Tobruk,Fuel,mobile,0,0
2733db8d57,U0380,M045,5.82,2025-05-17 12:37:17.449120,Sebha,Grocery,web,0,0
679bf5da96,U0602,M032,52.49,2024-10-16 23:31:36.451591,Misrata,Fuel,pos_terminal,0,0
fb7c3a4b25,U0593,M083,2.21,2025-01-05 15:10:30.445458,Misrata,Grocery,mobile,0,0
fc4be5f05a,U0685,M009,19.77,2024-07-25 14:45:27.460459,Tripoli,Clothing,pos_terminal,0,0
1ec74dc46f,U0066,M111,11.01,2024-08-19 03:38:20.445644,Misrata,Grocery,web,0,0
581d2c83c0,U0181,M118,72.52,2025-04-02 23:23:30.451574,Misrata,Clothing,mobile,0,0
9be98ea447,U0727,M006,13.15,2024-11-20 07:43:09.469337,Misrata,Clothing,web,0,0
231508a11d,U0481,M117,131.17,2025-05-16 14:23:20.457437,Sebha,Grocery,mobile,0,0
d4b20dc553,U0493,M044,153.08,2025-06-11 19:31:02.449269,Misrata,Grocery,web,0,0
2f5cb46371,U0165,M095,62.36,2024-09-04 14:29:16.452667,Benghazi,Clothing,web,1,0
03a5b01408,U0287,M128,27.04,2024-12-15 20:20:40.477787,Misrata,Electronics,mobile,0,0
88f9799702,U0770,M166,27.54,2024-10-16 09:02:53.451499,Tripoli,Clothing,pos_terminal,0,0
4c958ba336,U0504,M114,18.79,2025-04-16 05:10:21.467453,Benghazi,Electronics,mobile,0,0
bbc9d8665b,U0030,M141,68.32,2025-04-18 08:28:00.460101,Tripoli,Fuel,web,0,0
6814cf2515,U0629,M096,3.91,2025-02-21 12:03:55.461895,Benghazi,Fuel,web,0,0
fa819bcd71,U0682,M029,35.95,2025-05-10 22:03:18.471795,Tobruk,Grocery,mobile,0,0
888bb95e51,U0300,M104,13.85,2024-09-10 14:21:57.446612,Benghazi,Grocery,web,0,0
a78d91935d,U0065,M025,62.99,2024-12-10 06:44:41.475429,Sebha,Clothing,web,0,0
6dca2a0ee6,U0060,M182,52.08,2025-03-13 20:40:43.473106,Benghazi,Fuel,pos_terminal,0,0
16dd6ca0ac,U0595,M085,50.32,2024-12-06 22:52:49.445624,Sebha,Fuel,mobile,0,0
ac682f1051,U0757,M086,38.94,2024-10-01 04:04:33.448708,Benghazi,Grocery,pos_terminal,0,0
57e766afda,U0142,M016,0.2,2024-10-20 21:33:13.461662,Benghazi,Electronics,mobile,0,0
cb6e6beb78,U0748,M073,42.16,2025-01-28 12:55:30.470193,Sebha,Fuel,mobile,0,0
0e78a83c61,U0004,M119,218.57,2024-09-28 13:31:11.463533,Sebha,Grocery,pos_terminal,1,0
b5f30466a5,U0650,M129,39.19,2025-04-07 16:43:36.453319,Misrata,Travel,mobile,0,0
023b89a9a6,U0015,M072,56.82,2025-05-06 21:46:56.467549,Tobruk,Fuel,pos_terminal,0,0
0a725e3d40,U0403,M062,63.67,2024-08-26 14:06:02.444965,Misrata,Grocery,pos_terminal,0,0
f82b38f16a,U0888,M122,18.64,2024-12-21 05:19:13.480302,Sebha,Electronics,pos_terminal,0,0
aa1ffb2325,U0963,M050,5.63,2024-06-25 20:48:47.472918,Tobruk,Travel,mobile,0,0
28937fdc52,U0463,M125,20.65,2024-07-19 04:48:38.468589,Tripoli,Grocery,mobile,0,0
a593779c5c,U0735,M105,175.39,2025-04-15 11:51:22.468835,Tripoli,Electronics,pos_terminal,0,0
57ef8cd8be,U0556,M109,53.39,2024-09-25 02:53:46.453817,Tobruk,Travel,pos_terminal,0,0
c748b0278c,U0618,M155,73.69,2024-08-20 18:43:07.455142,Tripoli,Clothing,web,0,0
39b280356e,U0490,M114,11.8,2025-05-29 08:42:30.463304,Tobruk,Fuel,pos_terminal,0,0
0f26710c57,U0447,M144,51.07,2024-09-04 02:59:48.451307,Sebha,Grocery,web,0,0
2a25c5b322,U0868,M128,59.53,2024-07-09 19:48:19.467092,Benghazi,Travel,mobile,0,0
1297f0002d,U0939,M177,29.93,2024-07-09 17:14:34.455670,Benghazi,Electronics,mobile,0,0
2c82133989,U0595,M082,1.09,2024-10-04 23:32:39.459583,Benghazi,Clothing,pos_terminal,0,0
36cc960cf3,U0159,M132,12.41,2025-03-28 07:03:13.456685,Benghazi,Clothing,mobile,0,0
ba7a44163f,U0969,M080,59.95,2024-12-04 08:22:20.445381,Tripoli,Fuel,mobile,0,0
3f1587a3b8,U0563,M034,5.08,2024-09-15 21:21:06.452527,Misrata,Grocery,web,0,0
fbdf22e321,U0475,M139,3.55,2024-11-15 04:39:34.446355,Benghazi,Fuel,mobile,0,0
deee4ac0d6,U0589,M154,74.67,2024-07-26 07:57:04.454884,Tripoli,Grocery,pos_terminal,0,0
74b23c2625,U0616,M182,76.42,2025-03-28 13:08:54.478271,Tobruk,Grocery,mobile,0,0
3fc54fccf7,U0783,M033,125.35,2024-11-28 17:28:08.479446,Tobruk,Electronics,mobile,0,0
87feccbbfd,U0400,M153,0.31,2024-10-11 03:26:43.457318,Benghazi,Electronics,pos_terminal,0,0
010a5dffee,U0659,M195,179.3,2024-08-25 01:47:28.462456,Misrata,Travel,web,0,0
431b3405b9,U0557,M058,34.64,2025-05-15 09:59:15.456382,Sebha,Grocery,web,0,0
f544ee04d3,U0080,M155,11.43,2025-05-09 03:18:53.447961,Benghazi,Fuel,web,0,0
789729e29b,U0004,M095,9.3,2024-06-20 15:40:28.444390,Benghazi,Clothing,pos_terminal,0,0
145a3807c7,U0526,M165,108.37,2024-11-25 16:02:45.443979,Benghazi,Grocery,mobile,0,0
ff38dee180,U0209,M051,19.88,2024-09-30 01:43:21.476652,Misrata,Fuel,mobile,0,0
a1c78d5289,U0044,M117,206.95,2025-04-09 07:20:44.455997,Tobruk,Electronics,pos_terminal,0,0
e58726cb7b,U0764,M129,14.08,2025-05-14 10:48:39.472674,Tripoli,Travel,web,0,0
6fe5d9dcfd,U0416,M155,17.92,2024-12-21 21:08:45.472565,Benghazi,Grocery,mobile,0,0
0bce462db6,U0088,M067,25.38,2025-03-04 18:33:52.460382,Benghazi,Travel,web,0,0
b12fff167c,U0132,M174,30.55,2024-08-11 00:12:54.475044,Tripoli,Travel,pos_terminal,0,0
b81b77cf98,U0407,M167,8.12,2025-06-06 12:10:41.447112,Misrata,Grocery,pos_terminal,0,0
687bd0c769,U0642,M069,2.12,2024-12-12 20:10:18.479168,Tobruk,Grocery,web,0,0
1ffb78514b,U0787,M090,62.25,2024-08-19 05:33:28.482021,Tobruk,Clothing,web,0,0
e8406e99cf,U0257,M053,4.45,2025-02-11 13:11:56.446312,Sebha,Travel,pos_terminal,0,0
127a81bcca,U0096,M113,48.42,2024-07-23 02:57:40.459912,Benghazi,Electronics,pos_terminal,0,0
8a071426f7,U0118,M018,44.53,2024-08-12 16:48:40.471785,Tripoli,Clothing,web,0,0
823f8079e6,U0218,M062,13.23,2025-04-08 19:19:29.474431,Sebha,Electronics,pos_terminal,0,0
302b9099da,U0006,M097,29.04,2024-12-22 16:45:49.471536,Sebha,Travel,mobile,0,0
33fc5c042f,U0808,M056,28.93,2025-01-19 21:05:08.447050,Tobruk,Fuel,pos_terminal,0,0
ffddfb7987,U0815,M096,111.78,2024-12-08 10:54:51.479071,Tobruk,Clothing,web,0,0
dc68b594d2,U0256,M077,24.2,2025-04-01 11:25:54.477113,Misrata,Grocery,web,1,0
3aceb88e26,U0910,M001,86.15,2024-08-09 22:57:12.462584,Tobruk,Travel,pos_terminal,0,0
a59adb88e5,U0548,M047,20.98,2024-09-22 09:41:35.451893,Tobruk,Electronics,mobile,0,0
9af1271c8c,U0135,M083,42.56,2024-10-17 20:57:51.445033,Tripoli,Fuel,web,0,0
880a571166,U0727,M008,23.85,2024-11-26 00:58:36.445225,Benghazi,Grocery,mobile,0,0
bf802bd564,U0142,M068,25.95,2024-07-08 11:06:34.442869,Misrata,Electronics,pos_terminal,0,0
7748793ed9,U0441,M108,62.61,2025-05-26 14:05:19.443560,Sebha,Electronics,pos_terminal,0,0
1c7e52ad7e,U0888,M125,47.32,2025-03-05 22:26:44.471669,Tobruk,Travel,mobile,0,0
ecc122939d,U0982,M134,52.73,2024-09-21 07:41:11.479466,Misrata,Clothing,mobile,0,0
200242dffc,U0597,M115,49.3,2024-09-23 01:55:55.443356,Tobruk,Grocery,web,0,0
c35987e87b,U0044,M002,27.85,2024-09-10 18:16:24.444516,Tobruk,Clothing,pos_terminal,0,0
4ad7f6c939,U0567,M095,50.75,2024-09-19 16:20:12.458727,Benghazi,Electronics,mobile,0,0
1b785fb144,U0675,M077,38.64,2024-12-08 05:29:24.461333,Benghazi,Grocery,pos_terminal,0,0
c5f52bac32,U0844,M006,38.37,2025-03-09 22:35:44.477143,Misrata,Fuel,web,0,0
dfd391a227,U0743,M141,16.92,2024-10-01 10:06:40.470854,Tobruk,Electronics,pos_terminal,0,0
906ebc9e18,U0386,M032,22.7,2025-04-04 04:29:12.448281,Sebha,Fuel,mobile,0,0
078ddd8b6e,U0816,M032,116.59,2025-04-30 00:59:39.450150,Sebha,Fuel,pos_terminal,0,0
90cf35d5ab,U0277,M135,48.08,2024-12-10 06:12:37.442535,Benghazi,Fuel,mobile,0,0
81abcd48ac,U0303,M120,25.47,2024-11-07 17:05:12.475749,Tripoli,Fuel,web,0,0
5263159d16,U0414,M101,105.46,2024-09-05 16:24:02.444895,Sebha,Travel,web,0,1
91cef515d7,U0008,M155,8.35,2024-10-14 09:16:45.465041,Tripoli,Fuel,web,0,0
ad5c977faa,U0229,M144,23.91,2025-02-11 00:09:57.465925,Misrata,Fuel,pos_terminal,0,0
3a77debe57,U0884,M175,65.55,2025-01-11 13:54:39.451527,Tripoli,Grocery,pos_terminal,0,0
1553d7478d,U0955,M198,6.04,2024-09-08 00:36:13.462619,Tobruk,Travel,pos_terminal,0,0
c554248691,U0313,M072,12.75,2025-05-21 06:48:06.449431,Benghazi,Clothing,pos_terminal,0,0
fedf9305b7,U0395,M176,162.03,2025-05-19 02:16:14.451118,Misrata,Electronics,web,1,0
2ae8a133c3,U0418,M015,6.08,2025-06-08 00:49:32.444002,Tobruk,Clothing,pos_terminal,0,0
38704e5b92,U0808,M024,89.14,2025-04-16 21:02:01.459398,Sebha,Grocery,mobile,0,0
4b38159181,U0241,M167,4.01,2024-08-01 21:30:30.449408,Benghazi,Clothing,web,0,0
d1a0f3043b,U0854,M009,36.8,2025-02-18 16:26:45.476363,Sebha,Fuel,mobile,0,0
07527ae177,U0265,M170,35.79,2024-11-23 02:43:22.477040,Tobruk,Fuel,web,0,0
050986de22,U0867,M007,87.12,2025-01-03 10:30:34.479211,Tobruk,Fuel,pos_terminal,1,1
59b393bfd8,U0100,M019,102.92,2024-09-16 06:20:21.443029,Tripoli,Grocery,pos_terminal,0,0
659e0e4b65,U0185,M133,20.52,2025-06-02 23:40:23.449526,Benghazi,Clothing,web,0,0
935c758a5b,U0193,M091,9.82,2024-08-04 13:38:06.445245,Misrata,Fuel,pos_terminal,1,0
